9nine/999my/my0002.wav|MY|[JA]あ、あの、ごめんなさい。　今は写真はご遠慮していただけると……。　まだ地震あるかもしれないので避難を……！[JA]
9nine/999my/my0003.wav|MY|[JA]ご、ごめんなさい、ポーズとかそういうのはないです……！　私、ただの会場案内ですので……っ！[JA]
9nine/999my/my0004.wav|MY|[JA]え、新海くん……？[JA]
9nine/999my/my0005.wav|MY|[JA]え、ええ……。ありがとう[JA]
9nine/999my/my0006.wav|MY|[JA]え、ぁ、お、お疲れ様[JA]
9nine/999my/my0007.wav|MY|[JA]いらっしゃいませ～[JA]
9nine/999my/my0008.wav|MY|[JA]お一人様ですか？[JA]
9nine/999my/my0009.wav|MY|[JA]お好きな席にどうぞ[JA]
9nine/999my/my0010.wav|MY|[JA]お水をどうぞ。　お決まりになりましたらお呼びください[JA]
9nine/999my/my0011.wav|MY|[JA]同じクラスになったね。これからよろしくね[JA]
9nine/999my/my0012.wav|MY|[JA]あ、は～い[JA]
9nine/999my/my0013.wav|MY|[JA]お伺いします[JA]
9nine/999my/my0014.wav|MY|[JA]はい、ビーフカツレツのセットを、ライスで。　以上でよろしいですか？[JA]
9nine/999my/my0015.wav|MY|[JA]かしこまりました[JA]
9nine/999my/my0016.wav|MY|[JA]ごめんなさい、新海くん。少しだけいい？[JA]
9nine/999my/my0017.wav|MY|[JA]ありがとう。これ、見覚えないかな？[JA]
9nine/999my/my0019.wav|MY|[JA]そう……ありがとう。　彼女さんと一緒だったでしょう？　もしかしたらって思って[JA]
9nine/999my/my0020.wav|MY|[JA]あれ……？　一緒にいた……[JA]
9nine/999my/my0021.wav|MY|[JA]ぁ……ごめんなさい。早とちりしちゃって[JA]
9nine/999my/my0022.wav|MY|[JA]そう？[JA]
9nine/999my/my0023.wav|MY|[JA]ぁ……[JA]
9nine/999my/my0024.wav|MY|[JA]私と気が合いそうな人を探せば、見つかるかな？[JA]
9nine/999my/my0025.wav|MY|[JA]ありがとう。ごめんなさい、時間とらせて[JA]
9nine/999my/my0026.wav|MY|[JA]ぁ、そうね。それがよかったのかもしれない。　自分でなんとかしなきゃって思っちゃって[JA]
9nine/999my/my0027.wav|MY|[JA]そんなことない。私は当日に少しお手伝いするだけだし。　一番大変だったのは、他のスタッフさん[JA]
9nine/999my/my0028.wav|MY|[JA]あ……っ、そうだ。あのときは、ありがとう[JA]
9nine/999my/my0029.wav|MY|[JA]地震があったあと。　指示を聞いてくれなくて、困ってて……[JA]
9nine/999my/my0030.wav|MY|[JA]ううん。写真撮られるのも覚悟はしてたし、　それも仕事ではあったんだけど……[JA]
9nine/999my/my0031.wav|MY|[JA]あ～……そう、ね。　実は……かなり、恥ずかしくて[JA]
9nine/999my/my0032.wav|MY|[JA]だから、新海くんがフォローしてくれて、　とってもうれしかった、ありがとう[JA]
9nine/999my/my0033.wav|MY|[JA]……。学校の人って、来てた？[JA]
9nine/999my/my0034.wav|MY|[JA]そ、そっか……。あんな服着てるところ見られたら、　恥ずかしいなって……[JA]
9nine/999my/my0035.wav|MY|[JA]えっ、そ、そう……？[JA]
9nine/999my/my0036.wav|MY|[JA]……あ、ありがとう[JA]
9nine/999my/my0041.wav|MY|[JA]バイトといっても、家業のお手伝いみたいなものだから[JA]
9nine/999my/my0038.wav|MY|[JA]あ～……ふふ、ちょっとね。　でも、コスプレした時点で、覚悟は決めてたから。　恥ずかしくはあったんだけど[JA]
9nine/999my/my0039.wav|MY|[JA]えっ[JA]
9nine/999my/my0041.wav|MY|[JA]バイトといっても、家業のお手伝いみたいなものだから[JA]
9nine/999my/my0042.wav|MY|[JA]そうね。新海くんもお疲れ様。　いつもありがとう[JA]
9nine/999my/my0043.wav|MY|[JA]お店に来てくれて[JA]
9nine/999my/my0044.wav|MY|[JA]お待たせしました。　ビーフカツレツセットです[JA]
9nine/999my/my0045.wav|MY|[JA]今日のお礼。　嫌いだったら、残してもいいから。　ごゆっくりどうぞ[JA]
9nine/999my/my0046.wav|MY|[JA]さっきのお礼。　嫌いだったら、残してもいいから。　ごゆっくりどうぞ[JA]
9nine/999my/my0047.wav|MY|[JA]ありがとうございました～[JA]
9nine/999my/my0049.wav|MY|[JA]い、いえっ！　あのっ！[JA]
9nine/999my/my0050.wav|MY|[JA]そ、そうですけど……[JA]
9nine/999my/my0052.wav|MY|[JA]い、いえ、違うの。　ちょっと……昨日から不思議なことがあって……[JA]
9nine/999my/my0054.wav|MY|[JA]……気づいたら、近くにあるの[JA]
9nine/999my/my0055.wav|MY|[JA]そ、そうよね。そんな顔に……なると思う。　私も、疲れてるのかなって思って……[JA]
9nine/999my/my0057.wav|MY|[JA]自分でも……馬鹿馬鹿しいと思うんですけど……。　でも、怖くなってしまって……[JA]
9nine/999my/my0058.wav|MY|[JA]……ええ。昨日……神器が壊れてしまったと聞いて。　そのせいなのかな……って[JA]
9nine/999my/my0059.wav|MY|[JA]あ、あのっ、先生……[JA]
9nine/999my/my0061.wav|MY|[JA]ぇっ、そうなん……ですか？[JA]
9nine/999my/my0063.wav|MY|[JA]……プラシーボ効果？[JA]
9nine/999my/my0064.wav|MY|[JA]……。どう、でしょう……[JA]
9nine/999my/my0065.wav|MY|[JA]そういうのは……[JA]
9nine/999my/my0067.wav|MY|[JA]そう、ですね……。わかりました。　ありがとうございます、先生。　様子を……見てみます[JA]
9nine/999my/my0068.wav|MY|[JA]えと、だ、大丈夫です。自転車ですしっ[JA]
9nine/999my/my0069.wav|MY|[JA]えっと……あは、あはは……[JA]
9nine/999my/my0070.wav|MY|[JA]あ、は、はい[JA]
9nine/999my/my0071.wav|MY|[JA]えっと……[JA]
9nine/999my/my0072.wav|MY|[JA]あ……ううん。新海くんって、先生と仲良いのね[JA]
9nine/999my/my0073.wav|MY|[JA]あ～……だから、昨日のイベント[JA]
9nine/999my/my0074.wav|MY|[JA]そっかぁ……[JA]
9nine/999my/my0075.wav|MY|[JA]え？[JA]
9nine/999my/my0076.wav|MY|[JA]あ～……[JA]
9nine/999my/my0078.wav|MY|[JA]ごめんなさい。甘えちゃっても……いい？　バイト先まで……[JA]
9nine/999my/my0079.wav|MY|[JA]ありがとう、ごめんなさい[JA]
9nine/999my/my0080.wav|MY|[JA]ええ。じゃあ、自転車準備して待ってる[JA]
9nine/999my/my0081.wav|MY|[JA]ふふ、そうね[JA]
9nine/999my/my0082.wav|MY|[JA]ううん。本当にごめんなさい。　余計な手間をかけさせてしまって……[JA]
9nine/999my/my0083.wav|MY|[JA]う～ん……そんなつもりはないのだけど……[JA]
9nine/999my/my0084.wav|MY|[JA]そう、ね。不思議な出来事に対応できてないというか……　こんなことで、今日一日上の空になってしまって……[JA]
9nine/999my/my0085.wav|MY|[JA]見られてたのね……恥ずかしい。　こんなことで頭がいっぱいになっちゃうなんて、　自分でもびっくりしてて……[JA]
9nine/999my/my0086.wav|MY|[JA]？　ええ[JA]
9nine/999my/my0087.wav|MY|[JA]ふふ、ホラーとか苦手なタイプ？[JA]
